Flight_ID,Date,Airline,Origin,Destination,Passenger_Name,Class,Fare,Status,Payment_Method,Cabin_Baggage_KG,Checkin_Baggage_KG
FL1705,2025-02-07,IndiGo,Chennai,Paris,Passenger_705,Business,18050.61,Delayed,Debit Card,5.0,
FL1706,2025-10-26,Vistara,Delhi,Bangkok,Passenger_706,Economy,19791.24,Cancelled,Net Banking,10.0,25.0
FL1707,2025-05-16,AirAsia,Mumbai,Singapore,Passenger_707,Business,8923.03,Delayed,Net Banking,10.0,
FL1708,2025-04-17,Vistara,Bangalore,Singapore,Passenger_708,Business,8272.95,On-Time,Debit Card,5.0,25.0
FL1709,2025-08-09,Vistara,Chennai,New York,Passenger_709,Business,16947.13,Cancelled,Credit Card,7.0,
FL1710,2025-11-21,IndiGo,Delhi,New York,Passenger_710,Business,,Cancelled,,10.0,25.0
FL1711,2025-01-11,GoAir,Delhi,Singapore,Passenger_711,Business,15687.37,Cancelled,Debit Card,5.0,
FL1712,2025-02-23,IndiGo,Bangalore,Paris,Passenger_712,Economy,8850.56,Delayed,Credit Card,,25.0
FL1713,2025-12-14,Vistara,Chennai,London,Passenger_713,First Class,3366.98,On-Time,Debit Card,7.0,20.0
FL1714,2025-04-07,GoAir,Kolkata,Singapore,Passenger_714,First Class,10864.81,Delayed,Debit Card,,
FL1715,2025-07-16,Vistara,Bangalore,Paris,Passenger_715,Business,8005.26,Delayed,,7.0,
FL1716,2025-09-03,Vistara,Kolkata,Paris,Passenger_716,Business,10133.86,Cancelled,Credit Card,7.0,30.0
FL1717,2025-10-04,GoAir,Hyderabad,New York,Passenger_717,Business,4551.39,Delayed,Net Banking,7.0,
FL1718,2025-09-09,IndiGo,Kolkata,Paris,Passenger_718,First Class,10232.2,Cancelled,Debit Card,,15.0
FL1719,2025-05-26,Vistara,Hyderabad,Dubai,Passenger_719,First Class,12982.83,On-Time,,7.0,
FL1720,2025-05-20,Air India,Kolkata,Dubai,Passenger_720,Economy,18120.06,On-Time,Debit Card,10.0,
FL1721,2025-08-02,SpiceJet,Mumbai,Paris,Passenger_721,Business,3210.77,On-Time,UPI,10.0,25.0
FL1722,2025-05-24,GoAir,Kolkata,Bangkok,Passenger_722,Economy,10657.8,Delayed,Debit Card,5.0,
FL1723,2025-07-14,Vistara,Kolkata,Paris,Passenger_723,Economy,13910.89,On-Time,Net Banking,7.0,15.0
FL1724,2025-09-05,Vistara,Kolkata,London,Passenger_724,First Class,17220.23,On-Time,Credit Card,7.0,
FL1725,2025-03-24,Vistara,Bangalore,Dubai,Passenger_725,First Class,5693.41,On-Time,,10.0,20.0
FL1726,2025-05-17,SpiceJet,Bangalore,London,Passenger_726,Business,6796.08,On-Time,UPI,7.0,30.0
FL1727,2025-11-25,IndiGo,Mumbai,Bangkok,Passenger_727,Economy,11365.66,Delayed,Credit Card,,20.0
FL1728,2025-02-05,Vistara,Hyderabad,New York,Passenger_728,First Class,8953.8,Delayed,UPI,,30.0
FL1729,2025-07-08,Air India,Kolkata,London,Passenger_729,Economy,16677.94,Cancelled,Net Banking,,25.0
FL1730,2025-12-10,Air India,Hyderabad,London,Passenger_730,First Class,16804.14,Cancelled,Debit Card,10.0,
FL1731,2025-07-02,Air India,Hyderabad,New York,Passenger_731,Business,15674.45,Cancelled,,,30.0
FL1732,2025-02-09,Vistara,Chennai,Singapore,Passenger_732,Business,3802.35,On-Time,UPI,5.0,25.0
FL1733,2025-12-04,GoAir,Hyderabad,Paris,Passenger_733,First Class,6490.48,Cancelled,,7.0,25.0
FL1734,2025-07-03,Air India,Mumbai,Paris,Passenger_734,Economy,10870.6,Delayed,,,30.0
FL1735,2025-04-04,Vistara,Hyderabad,Bangkok,Passenger_735,Business,11472.62,Cancelled,Credit Card,,
FL1736,2025-12-06,SpiceJet,Kolkata,London,Passenger_736,Business,11568.94,On-Time,Net Banking,5.0,25.0
FL1737,2025-01-21,IndiGo,Kolkata,Singapore,Passenger_737,First Class,10980.84,Delayed,UPI,10.0,20.0
FL1738,2025-05-27,SpiceJet,Hyderabad,Bangkok,Passenger_738,Business,9102.44,Cancelled,Credit Card,5.0,30.0
FL1739,2025-03-26,Air India,Hyderabad,Paris,Passenger_739,Economy,16534.82,On-Time,Net Banking,10.0,15.0
FL1740,2025-06-03,Air India,Mumbai,Dubai,Passenger_740,First Class,18348.35,Delayed,Debit Card,7.0,30.0
FL1741,2025-02-26,SpiceJet,Mumbai,Bangkok,Passenger_741,First Class,15700.83,Cancelled,Net Banking,,30.0
FL1742,2025-01-10,Vistara,Hyderabad,London,Passenger_742,Business,16460.63,Delayed,,5.0,25.0
FL1743,2025-04-27,GoAir,Delhi,Singapore,Passenger_743,First Class,8517.25,Cancelled,Credit Card,,
FL1744,2025-11-27,IndiGo,Kolkata,Bangkok,Passenger_744,Economy,19426.81,On-Time,Debit Card,5.0,25.0
FL1745,2025-10-13,SpiceJet,Delhi,New York,Passenger_745,Business,12252.95,Cancelled,Credit Card,,20.0
FL1746,2025-01-25,Vistara,Hyderabad,Dubai,Passenger_746,Business,17966.42,Delayed,,,20.0
FL1747,2025-01-07,GoAir,Bangalore,Dubai,Passenger_747,Business,13718.38,Delayed,Net Banking,10.0,30.0
FL1748,2025-06-16,Vistara,Hyderabad,Bangkok,Passenger_748,Economy,7279.89,Cancelled,,,15.0
FL1749,2025-09-17,Vistara,Bangalore,Singapore,Passenger_749,First Class,6836.27,On-Time,,,20.0
FL1750,2025-12-12,AirAsia,Bangalore,Paris,Passenger_750,Business,15184.33,Delayed,Debit Card,,25.0
FL1751,2025-04-07,SpiceJet,Mumbai,Paris,Passenger_751,Economy,11556.27,Delayed,,5.0,30.0
FL1752,2025-09-26,AirAsia,Hyderabad,London,Passenger_752,Business,15589.24,Delayed,,5.0,
FL1753,2025-12-02,SpiceJet,Hyderabad,Paris,Passenger_753,Business,9733.74,Cancelled,Net Banking,7.0,25.0
FL1754,2025-02-05,Air India,Chennai,London,Passenger_754,Business,,Cancelled,Net Banking,5.0,25.0
FL1755,2025-04-07,AirAsia,Chennai,London,Passenger_755,First Class,13669.76,On-Time,,,
FL1756,2025-09-19,Air India,Hyderabad,Paris,Passenger_756,Business,14634.75,On-Time,Credit Card,,15.0
FL1757,2025-03-18,SpiceJet,Delhi,Dubai,Passenger_757,Business,9280.88,On-Time,,10.0,
FL1758,2025-09-08,SpiceJet,Bangalore,London,Passenger_758,Business,9509.26,Cancelled,Net Banking,,30.0
FL1759,2025-05-22,GoAir,Delhi,Dubai,Passenger_759,Economy,14057.78,Delayed,Debit Card,7.0,
FL1760,2025-02-01,GoAir,Chennai,Singapore,Passenger_760,Economy,13782.92,Delayed,,,15.0
FL1761,2025-06-11,AirAsia,Bangalore,Dubai,Passenger_761,First Class,7629.63,Cancelled,,,
FL1762,2025-01-03,Vistara,Delhi,New York,Passenger_762,Business,9214.91,Cancelled,,,
FL1763,2025-10-28,AirAsia,Mumbai,Paris,Passenger_763,First Class,19965.26,Cancelled,,5.0,30.0
FL1764,2025-07-15,SpiceJet,Kolkata,New York,Passenger_764,First Class,9328.18,Cancelled,UPI,7.0,15.0
FL1765,2025-07-07,Vistara,Delhi,Dubai,Passenger_765,First Class,19287.2,Delayed,,7.0,
FL1766,2025-08-22,Air India,Chennai,Dubai,Passenger_766,First Class,5116.23,Delayed,Net Banking,,20.0
FL1767,2025-11-26,Vistara,Delhi,Singapore,Passenger_767,Economy,6653.72,Delayed,,7.0,
FL1768,2025-03-09,SpiceJet,Hyderabad,Singapore,Passenger_768,First Class,19409.33,Cancelled,Net Banking,5.0,
FL1769,2025-05-17,Air India,Bangalore,Singapore,Passenger_769,Business,19653.67,Cancelled,Net Banking,10.0,15.0
FL1770,2025-04-02,GoAir,Chennai,Paris,Passenger_770,First Class,15100.43,Delayed,,,30.0
FL1771,2025-05-07,Vistara,Delhi,London,Passenger_771,Economy,18906.2,On-Time,Net Banking,7.0,15.0
FL1772,2025-12-01,Vistara,Bangalore,New York,Passenger_772,First Class,14704.36,On-Time,Net Banking,7.0,
FL1773,2025-02-20,SpiceJet,Hyderabad,Bangkok,Passenger_773,Business,12172.72,Delayed,Net Banking,5.0,25.0
FL1774,2025-08-12,IndiGo,Kolkata,Dubai,Passenger_774,Economy,3176.85,Cancelled,Credit Card,,25.0
FL1775,2025-04-08,Air India,Hyderabad,Bangkok,Passenger_775,First Class,13595.08,Cancelled,,10.0,15.0
FL1776,2025-06-16,SpiceJet,Hyderabad,London,Passenger_776,First Class,13400.72,On-Time,UPI,5.0,25.0
FL1777,2025-09-09,IndiGo,Hyderabad,New York,Passenger_777,First Class,19098.05,On-Time,,,30.0
FL1778,2025-04-27,Air India,Mumbai,London,Passenger_778,First Class,18925.23,On-Time,UPI,5.0,20.0
FL1779,2025-05-18,AirAsia,Chennai,London,Passenger_779,First Class,6955.9,On-Time,,10.0,25.0
FL1780,2025-09-24,Air India,Hyderabad,London,Passenger_780,Economy,8343.85,Delayed,Debit Card,7.0,
FL1781,2025-02-19,GoAir,Kolkata,Dubai,Passenger_781,Business,6132.83,Cancelled,UPI,,
FL1782,2025-02-07,IndiGo,Mumbai,Dubai,Passenger_782,Economy,15590.04,Delayed,UPI,10.0,25.0
FL1783,2025-03-25,Air India,Hyderabad,Bangkok,Passenger_783,Business,6356.62,Cancelled,,10.0,15.0
FL1784,2025-11-01,Vistara,Chennai,London,Passenger_784,Business,18950.89,On-Time,UPI,5.0,15.0
FL1785,2025-12-16,AirAsia,Mumbai,New York,Passenger_785,Business,6641.64,Cancelled,Debit Card,,30.0
FL1786,2025-10-24,GoAir,Chennai,London,Passenger_786,Business,4774.54,On-Time,,10.0,30.0
FL1787,2025-06-03,GoAir,Chennai,Singapore,Passenger_787,Economy,11198.83,On-Time,UPI,10.0,25.0
FL1788,2025-02-21,Vistara,Mumbai,Paris,Passenger_788,Economy,12103.3,Delayed,,,15.0
FL1789,2025-09-16,IndiGo,Kolkata,Dubai,Passenger_789,Business,18019.87,On-Time,Credit Card,10.0,20.0
FL1790,2025-06-08,AirAsia,Kolkata,London,Passenger_790,Business,12634.9,On-Time,Net Banking,5.0,30.0
FL1791,2025-04-18,AirAsia,Hyderabad,Bangkok,Passenger_791,Business,12069.63,Delayed,UPI,7.0,15.0
FL1792,2025-11-16,Air India,Delhi,Singapore,Passenger_792,Business,14871.72,Cancelled,UPI,10.0,
FL1793,2025-01-07,IndiGo,Delhi,Bangkok,Passenger_793,Economy,6738.65,On-Time,,,20.0
FL1794,2025-07-27,AirAsia,Chennai,London,Passenger_794,Economy,7013.47,Delayed,,10.0,30.0
FL1795,2025-03-23,IndiGo,Mumbai,Dubai,Passenger_795,Economy,17163.54,On-Time,Credit Card,5.0,15.0
FL1796,2025-09-06,SpiceJet,Kolkata,Dubai,Passenger_796,Business,,On-Time,Debit Card,5.0,25.0
FL1797,2025-04-14,Vistara,Bangalore,London,Passenger_797,Business,6037.57,Delayed,Net Banking,10.0,15.0
FL1798,2025-01-15,SpiceJet,Bangalore,Singapore,Passenger_798,Business,18821.67,Cancelled,UPI,,30.0
FL1799,2025-05-25,IndiGo,Chennai,Bangkok,Passenger_799,Economy,17987.3,Delayed,,,25.0
FL1800,2025-03-11,GoAir,Bangalore,Dubai,Passenger_800,Economy,9953.38,On-Time,Net Banking,,
FL1801,2025-02-13,Air India,Mumbai,London,Passenger_801,First Class,16685.29,On-Time,Debit Card,,15.0
FL1802,2025-02-19,GoAir,Mumbai,New York,Passenger_802,Economy,12370.88,On-Time,,5.0,30.0
FL1803,2025-07-27,Vistara,Delhi,Paris,Passenger_803,Economy,19921.04,On-Time,UPI,10.0,20.0
FL1804,2025-05-13,Vistara,Mumbai,Singapore,Passenger_804,Economy,13630.56,Cancelled,Credit Card,,
FL1805,2025-06-13,AirAsia,Bangalore,Singapore,Passenger_805,First Class,4009.21,Delayed,Net Banking,,30.0
FL1806,2025-04-21,AirAsia,Bangalore,Bangkok,Passenger_806,Business,3733.96,On-Time,UPI,5.0,30.0
FL1807,2025-09-16,AirAsia,Delhi,Dubai,Passenger_807,First Class,17006.69,On-Time,UPI,7.0,25.0
FL1808,2025-11-14,SpiceJet,Bangalore,Singapore,Passenger_808,First Class,17702.4,Cancelled,Debit Card,7.0,30.0
FL1809,2025-09-22,Vistara,Hyderabad,Paris,Passenger_809,Business,17292.19,Cancelled,UPI,,
FL1810,2025-11-03,GoAir,Chennai,Singapore,Passenger_810,Economy,,On-Time,UPI,10.0,20.0
FL1811,2025-05-15,Air India,Bangalore,London,Passenger_811,Economy,5380.59,Delayed,Credit Card,7.0,15.0
FL1812,2025-03-04,GoAir,Mumbai,Singapore,Passenger_812,Economy,16026.64,Delayed,,,15.0
FL1813,2025-08-21,Vistara,Bangalore,Dubai,Passenger_813,First Class,10204.97,On-Time,Net Banking,,15.0
FL1814,2025-05-20,GoAir,Delhi,Singapore,Passenger_814,Business,4134.5,Delayed,Net Banking,5.0,20.0
FL1815,2025-09-17,Air India,Mumbai,Singapore,Passenger_815,First Class,12240.01,On-Time,UPI,5.0,20.0
FL1816,2025-03-26,Air India,Kolkata,New York,Passenger_816,Economy,17313.69,On-Time,Debit Card,5.0,15.0
FL1817,2025-12-28,AirAsia,Hyderabad,New York,Passenger_817,First Class,9678.45,On-Time,UPI,,30.0
FL1818,2025-01-17,AirAsia,Mumbai,Dubai,Passenger_818,Economy,9820.11,Delayed,Credit Card,10.0,20.0
FL1819,2025-11-02,IndiGo,Chennai,Paris,Passenger_819,Business,14026.68,Cancelled,Net Banking,5.0,30.0
FL1820,2025-06-13,Air India,Kolkata,Bangkok,Passenger_820,First Class,17643.93,Delayed,Net Banking,10.0,15.0
FL1821,2025-06-17,SpiceJet,Bangalore,London,Passenger_821,Economy,6943.28,Cancelled,Credit Card,7.0,15.0
FL1822,2025-02-25,SpiceJet,Chennai,Bangkok,Passenger_822,Economy,5553.34,Cancelled,,,
FL1823,2025-02-11,SpiceJet,Hyderabad,Bangkok,Passenger_823,First Class,14604.79,Delayed,UPI,,15.0
FL1824,2025-06-28,Air India,Bangalore,London,Passenger_824,Economy,12427.3,On-Time,Net Banking,7.0,30.0
FL1825,2025-04-19,SpiceJet,Mumbai,London,Passenger_825,Economy,12171.24,Delayed,UPI,5.0,30.0
FL1826,2025-11-22,SpiceJet,Bangalore,Singapore,Passenger_826,Business,5184.44,Delayed,Credit Card,5.0,25.0
FL1827,2025-02-19,IndiGo,Delhi,Singapore,Passenger_827,Economy,18902.76,Cancelled,Credit Card,5.0,
FL1828,2025-07-02,AirAsia,Chennai,New York,Passenger_828,Economy,14868.4,On-Time,,10.0,15.0
FL1829,2025-07-23,GoAir,Delhi,Bangkok,Passenger_829,Economy,15536.36,Delayed,Net Banking,5.0,25.0
FL1830,2025-01-08,Air India,Delhi,Dubai,Passenger_830,Economy,10063.47,Cancelled,Debit Card,10.0,
FL1831,2025-06-04,GoAir,Delhi,Dubai,Passenger_831,First Class,5055.34,On-Time,Net Banking,,20.0
FL1832,2025-09-14,Air India,Delhi,New York,Passenger_832,Economy,6304.21,Cancelled,UPI,,20.0
FL1833,2025-04-11,AirAsia,Hyderabad,Paris,Passenger_833,First Class,8274.32,Cancelled,Debit Card,7.0,20.0
FL1834,2025-09-06,IndiGo,Hyderabad,Paris,Passenger_834,Business,10430.72,Cancelled,UPI,7.0,15.0
FL1835,2025-09-11,Air India,Chennai,Bangkok,Passenger_835,First Class,17459.52,On-Time,UPI,,25.0
FL1836,2025-08-26,GoAir,Bangalore,Bangkok,Passenger_836,Economy,,On-Time,Net Banking,10.0,20.0
FL1837,2025-06-15,AirAsia,Kolkata,Paris,Passenger_837,Economy,,Delayed,UPI,10.0,
FL1838,2025-12-05,IndiGo,Hyderabad,Bangkok,Passenger_838,First Class,14070.59,Delayed,Credit Card,5.0,30.0
FL1839,2025-11-22,GoAir,Chennai,Singapore,Passenger_839,First Class,10479.2,Delayed,Credit Card,5.0,
FL1840,2025-08-27,Air India,Mumbai,Paris,Passenger_840,Economy,9744.22,Delayed,Credit Card,10.0,30.0
FL1841,2025-09-24,Air India,Bangalore,Bangkok,Passenger_841,Economy,3379.01,Delayed,Net Banking,7.0,25.0
FL1842,2025-05-19,Vistara,Delhi,Bangkok,Passenger_842,Business,17623.44,Cancelled,,,30.0
FL1843,2025-06-10,IndiGo,Chennai,Paris,Passenger_843,Business,19889.73,On-Time,Net Banking,5.0,20.0
FL1844,2025-12-06,Air India,Kolkata,Singapore,Passenger_844,Economy,5882.51,On-Time,UPI,7.0,30.0
FL1845,2025-11-16,Vistara,Hyderabad,London,Passenger_845,Business,7958.66,Cancelled,Net Banking,10.0,25.0
FL1846,2025-02-17,IndiGo,Chennai,New York,Passenger_846,Economy,10824.58,On-Time,UPI,10.0,25.0
FL1847,2025-10-12,SpiceJet,Bangalore,London,Passenger_847,First Class,17762.14,Cancelled,,,
FL1848,2025-06-06,SpiceJet,Delhi,Paris,Passenger_848,Business,3461.72,On-Time,Credit Card,7.0,
FL1849,2025-11-15,Vistara,Chennai,New York,Passenger_849,Business,11388.85,Delayed,Debit Card,,25.0
FL1850,2025-11-22,SpiceJet,Hyderabad,Bangkok,Passenger_850,Business,14402.3,Delayed,Debit Card,5.0,25.0
FL1851,2025-06-25,Vistara,Chennai,Bangkok,Passenger_851,First Class,3063.08,Cancelled,Credit Card,5.0,20.0
FL1852,2025-03-08,SpiceJet,Kolkata,New York,Passenger_852,Economy,10485.75,Cancelled,Debit Card,10.0,25.0
FL1853,2025-06-13,Air India,Mumbai,New York,Passenger_853,Business,5676.43,Cancelled,Net Banking,5.0,
FL1854,2025-08-26,Vistara,Kolkata,Dubai,Passenger_854,Economy,3668.96,Cancelled,Credit Card,10.0,
FL1855,2025-09-28,IndiGo,Delhi,Singapore,Passenger_855,First Class,18249.55,Cancelled,Credit Card,10.0,30.0
FL1856,2025-01-24,GoAir,Hyderabad,Dubai,Passenger_856,First Class,9134.46,Cancelled,Debit Card,5.0,20.0
FL1857,2025-04-25,GoAir,Delhi,London,Passenger_857,Business,17909.58,Delayed,UPI,10.0,15.0
FL1858,2025-07-03,Air India,Delhi,New York,Passenger_858,Economy,13824.14,Cancelled,,5.0,
FL1859,2025-03-26,Vistara,Hyderabad,London,Passenger_859,Business,8979.55,On-Time,Debit Card,,25.0
FL1860,2025-10-05,Air India,Mumbai,Singapore,Passenger_860,Business,17670.22,On-Time,,7.0,20.0
FL1861,2025-05-06,IndiGo,Chennai,New York,Passenger_861,Business,10737.4,Cancelled,Credit Card,,25.0
FL1862,2025-03-18,SpiceJet,Chennai,Paris,Passenger_862,Economy,6542.96,Delayed,Credit Card,5.0,
FL1863,2025-09-13,AirAsia,Delhi,New York,Passenger_863,Economy,5028.46,Cancelled,Net Banking,10.0,25.0
FL1864,2025-04-04,Vistara,Hyderabad,Singapore,Passenger_864,Economy,17094.86,On-Time,,7.0,30.0
FL1865,2025-08-25,Vistara,Bangalore,Paris,Passenger_865,Economy,10703.39,On-Time,Net Banking,10.0,15.0
FL1866,2025-09-27,GoAir,Hyderabad,Dubai,Passenger_866,Economy,4489.89,Cancelled,UPI,10.0,25.0
FL1867,2025-09-24,AirAsia,Mumbai,Paris,Passenger_867,First Class,9962.49,Delayed,,7.0,20.0
FL1868,2025-11-19,IndiGo,Bangalore,London,Passenger_868,First Class,,On-Time,,10.0,30.0
FL1869,2025-08-26,Air India,Delhi,London,Passenger_869,First Class,10928.42,Cancelled,Net Banking,10.0,15.0
FL1870,2025-06-14,Vistara,Delhi,London,Passenger_870,First Class,9402.03,On-Time,,,
FL1871,2025-02-16,SpiceJet,Bangalore,Bangkok,Passenger_871,Business,18579.51,Cancelled,UPI,5.0,25.0
FL1872,2025-10-19,SpiceJet,Mumbai,Singapore,Passenger_872,Business,8892.78,Cancelled,Credit Card,7.0,30.0
FL1873,2025-06-07,IndiGo,Mumbai,Paris,Passenger_873,Economy,16958.25,On-Time,Net Banking,7.0,15.0
FL1874,2025-01-13,Vistara,Mumbai,Bangkok,Passenger_874,Economy,,Cancelled,Debit Card,10.0,
FL1875,2025-11-25,GoAir,Bangalore,Paris,Passenger_875,First Class,14338.39,Cancelled,Debit Card,7.0,
FL1876,2025-01-10,GoAir,Hyderabad,London,Passenger_876,Business,5177.74,On-Time,Net Banking,7.0,15.0
FL1877,2025-02-11,AirAsia,Delhi,London,Passenger_877,Economy,18117.38,Delayed,UPI,10.0,15.0
FL1878,2025-04-07,GoAir,Mumbai,Singapore,Passenger_878,First Class,18904.31,On-Time,UPI,5.0,20.0
FL1879,2025-08-28,AirAsia,Chennai,London,Passenger_879,Economy,,On-Time,,10.0,30.0
FL1880,2025-08-12,GoAir,Hyderabad,Dubai,Passenger_880,First Class,17028.73,On-Time,Debit Card,7.0,15.0
FL1881,2025-09-04,SpiceJet,Bangalore,Paris,Passenger_881,Economy,8982.69,Delayed,Net Banking,7.0,
FL1882,2025-12-19,Vistara,Kolkata,Singapore,Passenger_882,Economy,11200.94,Cancelled,Credit Card,10.0,20.0
FL1883,2025-01-12,GoAir,Hyderabad,New York,Passenger_883,First Class,18038.37,On-Time,UPI,10.0,30.0
FL1884,2025-04-25,Vistara,Chennai,Singapore,Passenger_884,Economy,17836.46,Cancelled,Net Banking,,25.0
FL1885,2025-03-21,Vistara,Chennai,Singapore,Passenger_885,First Class,,Cancelled,,10.0,
FL1886,2025-08-11,Air India,Mumbai,Dubai,Passenger_886,Business,7746.54,On-Time,Credit Card,,30.0
FL1887,2025-10-20,IndiGo,Delhi,Dubai,Passenger_887,Business,11907.89,Cancelled,Debit Card,,30.0
FL1888,2025-06-02,Air India,Mumbai,Singapore,Passenger_888,First Class,12429.19,Delayed,Debit Card,,20.0
FL1889,2025-03-15,Air India,Mumbai,Bangkok,Passenger_889,Business,10376.8,On-Time,UPI,,25.0
FL1890,2025-04-14,GoAir,Kolkata,London,Passenger_890,Business,7139.3,On-Time,Net Banking,7.0,30.0
FL1891,2025-11-17,Vistara,Hyderabad,Bangkok,Passenger_891,Economy,4872.35,On-Time,UPI,5.0,20.0
FL1892,2025-02-13,GoAir,Bangalore,Singapore,Passenger_892,First Class,8093.67,Delayed,UPI,10.0,25.0
FL1893,2025-12-26,AirAsia,Mumbai,Singapore,Passenger_893,Economy,6231.75,Cancelled,Credit Card,,
FL1894,2025-07-10,Air India,Chennai,Dubai,Passenger_894,First Class,14654.43,Delayed,Net Banking,,15.0
FL1895,2025-02-26,IndiGo,Bangalore,Paris,Passenger_895,Business,12723.26,Delayed,,10.0,
FL1896,2025-04-15,SpiceJet,Mumbai,London,Passenger_896,Economy,4149.24,Delayed,Debit Card,5.0,25.0
FL1897,2025-06-16,Air India,Kolkata,Singapore,Passenger_897,Business,10806.76,Cancelled,Debit Card,5.0,
FL1898,2025-06-09,IndiGo,Bangalore,Bangkok,Passenger_898,Business,16039.47,Cancelled,,10.0,15.0
FL1899,2025-07-04,Vistara,Chennai,Dubai,Passenger_899,Business,18492.31,Cancelled,Debit Card,,30.0
FL1900,2025-03-04,Vistara,Delhi,Singapore,Passenger_900,Business,6413.65,Cancelled,,7.0,20.0
FL1901,2025-05-20,Air India,Chennai,Singapore,Passenger_901,First Class,6426.35,Delayed,Credit Card,5.0,15.0
FL1902,2025-01-09,IndiGo,Bangalore,Bangkok,Passenger_902,Economy,13976.23,Cancelled,,5.0,25.0
FL1903,2025-08-04,IndiGo,Hyderabad,Dubai,Passenger_903,Economy,8712.29,On-Time,Debit Card,7.0,25.0
FL1904,2025-09-24,Vistara,Bangalore,Paris,Passenger_904,First Class,13213.91,On-Time,Debit Card,5.0,25.0
FL1905,2025-01-09,SpiceJet,Chennai,Bangkok,Passenger_905,Business,8027.4,On-Time,UPI,5.0,15.0
FL1906,2025-03-27,Air India,Bangalore,Bangkok,Passenger_906,Business,17533.29,Delayed,UPI,10.0,25.0
FL1907,2025-02-25,AirAsia,Hyderabad,Paris,Passenger_907,Economy,9524.34,Delayed,,5.0,25.0
FL1908,2025-12-15,Air India,Mumbai,Bangkok,Passenger_908,First Class,13405.36,On-Time,,10.0,
FL1909,2025-03-19,IndiGo,Mumbai,Paris,Passenger_909,First Class,17018.23,Cancelled,,,20.0
FL1910,2025-07-03,GoAir,Delhi,Dubai,Passenger_910,Economy,15381.88,Delayed,Credit Card,,25.0
FL1911,2025-05-19,GoAir,Hyderabad,London,Passenger_911,Business,17163.61,Delayed,,5.0,25.0
FL1912,2025-05-24,GoAir,Kolkata,Dubai,Passenger_912,First Class,7897.93,Cancelled,UPI,7.0,
FL1913,2025-10-03,SpiceJet,Delhi,Singapore,Passenger_913,First Class,7597.48,On-Time,,7.0,25.0
FL1914,2025-12-01,SpiceJet,Bangalore,London,Passenger_914,Economy,3862.46,Cancelled,UPI,,15.0
FL1915,2025-03-15,AirAsia,Kolkata,New York,Passenger_915,First Class,8038.25,Delayed,,5.0,30.0
FL1916,2025-04-19,Air India,Hyderabad,Singapore,Passenger_916,First Class,6193.16,Cancelled,Credit Card,7.0,
FL1917,2025-09-25,AirAsia,Mumbai,New York,Passenger_917,Economy,13327.26,Delayed,,10.0,
FL1918,2025-09-14,GoAir,Hyderabad,New York,Passenger_918,Business,18186.79,On-Time,Credit Card,7.0,30.0
FL1919,2025-09-16,Air India,Bangalore,New York,Passenger_919,Business,6270.76,Delayed,Credit Card,,20.0
FL1920,2025-09-28,AirAsia,Hyderabad,Paris,Passenger_920,Business,11579.31,Cancelled,,,
FL1921,2025-10-16,IndiGo,Chennai,Paris,Passenger_921,Business,10585.99,Delayed,UPI,10.0,20.0
FL1922,2025-09-27,GoAir,Hyderabad,London,Passenger_922,Economy,12804.54,Delayed,Net Banking,10.0,20.0
FL1923,2025-05-07,Air India,Hyderabad,Dubai,Passenger_923,Economy,17987.73,Cancelled,Credit Card,,30.0
FL1924,2025-01-24,SpiceJet,Kolkata,Dubai,Passenger_924,Business,8498.62,Cancelled,Net Banking,10.0,
FL1925,2025-03-21,SpiceJet,Mumbai,Dubai,Passenger_925,First Class,8306.72,Delayed,Net Banking,10.0,30.0
FL1926,2025-01-08,SpiceJet,Hyderabad,Singapore,Passenger_926,Business,9119.31,Delayed,,,20.0
FL1927,2025-11-07,Air India,Kolkata,London,Passenger_927,Economy,18895.05,Cancelled,Debit Card,,20.0
FL1928,2025-07-08,AirAsia,Hyderabad,New York,Passenger_928,First Class,11909.61,On-Time,Debit Card,7.0,
FL1929,2025-11-23,AirAsia,Mumbai,London,Passenger_929,First Class,14300.15,Delayed,Debit Card,5.0,
FL1930,2025-02-03,Air India,Kolkata,Bangkok,Passenger_930,First Class,10353.21,On-Time,Debit Card,5.0,15.0
FL1931,2025-04-14,GoAir,Delhi,Bangkok,Passenger_931,Economy,5477.21,Cancelled,Debit Card,7.0,15.0
FL1932,2025-11-26,SpiceJet,Kolkata,Dubai,Passenger_932,First Class,17765.44,Cancelled,UPI,,20.0
FL1933,2025-12-26,IndiGo,Mumbai,London,Passenger_933,Business,13757.13,On-Time,UPI,10.0,25.0
FL1934,2025-10-25,Air India,Hyderabad,New York,Passenger_934,First Class,5583.9,Cancelled,Debit Card,10.0,30.0
FL1935,2025-09-20,GoAir,Bangalore,Paris,Passenger_935,Economy,,Delayed,Credit Card,5.0,15.0
FL1936,2025-11-06,Air India,Delhi,Dubai,Passenger_936,Business,13640.84,Delayed,Net Banking,5.0,25.0
FL1937,2025-11-18,Vistara,Bangalore,New York,Passenger_937,Economy,13240.17,Delayed,,7.0,30.0
FL1938,2025-03-22,IndiGo,Mumbai,Paris,Passenger_938,Economy,6478.14,Cancelled,UPI,,
FL1939,2025-04-15,GoAir,Bangalore,Dubai,Passenger_939,Economy,13031.08,Delayed,Net Banking,5.0,
FL1940,2025-09-07,IndiGo,Chennai,Paris,Passenger_940,Economy,15486.7,Delayed,UPI,7.0,30.0
